2010 Federal Election Senate Group Voting Tickets [Event:15508 Phase:FinalResults Generated:2013-01-22T15:02:59 Cycle:109e02bb-5f15-4808-984f-b47255b191fb Created:2013-01-22T14:55:43 Environment:PROD Site:PARKES Server:NTR01 Version:6.0.10.10009]
State,OwnerGroupID,OwnerGroupNm,OwnerTicket,TicketNo,CandidateID,CandidateTicket,Surname,GivenNm,BallotPosition,PartyAb,PartyNm,PreferenceNo
NSW,932,Socialist Alliance,A,1,21446,A,EVANS,Rachel,1,SAL,Socialist Alliance,1
NSW,932,Socialist Alliance,A,1,21449,A,ISKANDER,Soubhi,2,SAL,Socialist Alliance,2
NSW,932,Socialist Alliance,A,1,22023,B,HODGES,Robert,1,,,63
NSW,932,Socialist Alliance,A,1,22024,B,FRIER,Bob,2,,,64
NSW,932,Socialist Alliance,A,1,21904,C,ROBINSON,Tony,1,,,65
NSW,932,Socialist Alliance,A,1,21907,C,SELBY,Noel,2,,,66
NSW,932,Socialist Alliance,A,1,21429,D,HODGES,Darrin,1,,,83
NSW,932,Socialist Alliance,A,1,21430,D,FOLKES,Nick,2,,,84
NSW,932,Socialist Alliance,A,1,21798,E,BROWN,Ray,1,BAP,Building Australia,47
NSW,932,Socialist Alliance,A,1,21799,E,O'DONNELL,Michael,2,BAP,Building Australia,48
NSW,932,Socialist Alliance,A,1,21465,F,BAS,Wes,1,SOL,Senator On-Line,28
